DayOfWeek,DestAirportID,delay_chance
6,11278,0.15421686746987953
5,14869,0.15417256011315417
6,13232,0.15412844036697249
2,14057,0.15402298850574714
1,13244,0.15384615384615385
6,14831,0.15254237288135594
2,13891,0.1518324607329843
5,10299,0.15126050420168066
6,10693,0.15064935064935064
6,13796,0.15018315018315018
5,13830,0.15
2,13830,0.14906832298136646
4,10299,0.14893617021276595
2,13244,0.14873417721518986
6,14635,0.14857142857142858
2,12339,0.14814814814814814
7,13487,0.14775413711583923
6,15376,0.14728682170542637
7,11433,0.14541387024608501
2,14747,0.14390243902439023
5,12173,0.14342629482071714
6,10299,0.14285714285714285
6,14747,0.14192708333333334
3,14747,0.14189189189189189
2,10397,0.14051094890510948
6,13342,0.14018691588785046
4,12173,0.13953488372093023
7,14635,0.13924050632911392
2,14027,0.1390728476821192
3,10800,0.13716814159292035
6,13495,0.13569321533923304
2,14869,0.13547486033519554
3,14831,0.13520408163265307
6,14679,0.1336996336996337
4,13830,0.13227513227513227
6,14107,0.1311619718309859
2,14570,0.13043478260869565
1,13830,0.12994350282485875
6,14057,0.12680115273775217
1,10299,0.12612612612612611
6,12173,0.125
2,15376,0.12408759124087591
6,14893,0.1232876712328767
6,13830,0.12290502793296089
7,13830,0.12280701754385964
1,12954,0.12173913043478261
6,14869,0.12080536912751678
5,12954,0.11940298507462686
2,12954,0.11764705882352941
6,13487,0.11408450704225352
6,14908,0.11320754716981132
3,13830,0.11180124223602485
4,12954,0.1111111111111111
2,12173,0.10980392156862745
6,10800,0.10795454545454546
7,10299,0.10476190476190476
3,12954,0.09836065573770492
6,12954,0.09259259259259259
6,13244,0.08490566037735849
